BusNum,ID,Status,Area,Zone,Pd,Qd,Other1,Other2,Other3,Other4,Other5,Other6,Other7,Other8
120058,1 ,1,4,1,1.880,0.450,0.000,0.000,0.000,0.000,1,1,0,
120059,1 ,1,4,1,0.073,0.027,0.000,0.000,0.000,0.000,1,1,0,
120060,1 ,1,4,1,0.279,0.062,0.000,0.000,0.000,0.000,1,1,0,
120061,1 ,1,4,1,1.140,0.221,0.000,0.000,0.000,0.000,1,1,0,
120062,1 ,1,4,1,0.264,0.062,0.000,0.000,0.000,0.000,1,1,0,
120063,1 ,1,4,1,0.264,0.071,0.000,0.000,0.000,0.000,1,1,0,
120064,1 ,1,6,1,0.760,0.150,0.000,0.000,0.000,0.000,1,1,0,
120065,1 ,1,4,1,1.340,0.380,0.000,0.000,0.000,0.000,1,1,0,
120066,1 ,1,4,1,3.160,0.221,0.000,0.000,0.000,0.000,1,1,0,
120067,1 ,1,4,1,0.180,0.062,0.000,0.000,0.000,0.000,1,1,0,
120068,1 ,1,4,1,0.460,0.133,0.000,0.000,0.000,0.000,1,1,0,
120068,2 ,1,4,1,0.880,0.150,0.000,0.000,0.000,0.000,1,1,0,
120069,1 ,1,6,1,3.010,0.301,0.000,0.000,0.000,0.000,1,1,0,
120070,1 ,1,6,1,0.690,0.203,0.000,0.000,0.000,0.000,1,1,0,
120071,1 ,1,4,1,0.339,0.097,0.000,0.000,0.000,0.000,1,1,0,
120072,1 ,1,6,1,0.211,0.071,0.000,0.000,0.000,0.000,1,1,0,
120073,1 ,1,4,1,0.930,0.301,0.000,0.000,0.000,0.000,1,1,0,
120074,1 ,1,6,1,2.710,0.450,0.000,0.000,0.000,0.000,1,1,0,
120075,1 ,1,3,1,1.880,0.680,0.000,0.000,0.000,0.000,1,1,0,
120076,1 ,1,3,1,2.410,0.750,0.000,0.000,0.000,0.000,1,1,0,
120077,1 ,1,3,1,4.420,0.380,0.000,0.000,0.000,0.000,1,1,0,
120078,1 ,1,3,1,1.800,0.600,0.000,0.000,0.000,0.000,1,1,0,
120079,1 ,1,3,1,3.160,1.050,0.000,0.000,0.000,0.000,1,1,0,
120080,1 ,1,3,1,4.700,1.500,0.000,0.000,0.000,0.000,1,1,0,
120081,1 ,1,6,1,1.060,0.301,0.000,0.000,0.000,0.000,1,1,0,
120082,1 ,1,6,1,2.410,0.600,0.000,0.000,0.000,0.000,1,1,0,
120083,1 ,1,6,1,7.300,0.830,0.000,0.000,0.000,0.000,1,1,0,
120084,1 ,1,6,1,2.860,0.600,0.000,0.000,0.000,0.000,1,1,0,
120085,1 ,1,6,1,6.800,1.950,0.000,0.000,0.000,0.000,1,1,0,
120086,1 ,1,6,1,4.700,0.830,0.000,0.000,0.000,0.000,1,1,0,
120087,1 ,1,3,1,1.800,0.530,0.000,0.000,0.000,0.000,1,1,0,
120087,2 ,1,3,1,2.110,0.530,0.000,0.000,0.000,0.000,1,1,0,
120088,1 ,1,3,1,1.140,0.221,0.000,0.000,0.000,0.000,1,1,0,
120089,1 ,1,3,1,1.380,0.380,0.000,0.000,0.000,0.000,1,1,0,
120090,1 ,1,3,1,0.880,0.301,0.000,0.000,0.000,0.000,1,1,0,
120091,1 ,1,3,1,11.100,3.010,0.000,0.000,0.000,0.000,1,1,0,
120092,1 ,1,6,1,0.690,0.159,0.000,0.000,0.000,0.000,1,1,0,
120093,1 ,1,3,1,4.700,0.530,0.000,0.000,0.000,0.000,1,1,0,
120094,1 ,1,3,1,1.580,0.530,0.000,0.000,0.000,0.000,1,1,0,
120095,1 ,1,3,1,3.690,1.350,0.000,0.000,0.000,0.000,1,1,0,
120096,1 ,1,3,1,2.640,0.530,0.000,0.000,0.000,0.000,1,1,0,
120097,1 ,1,3,1,4.900,1.430,0.000,0.000,0.000,0.000,1,1,0,
120098,1 ,1,3,1,2.030,0.150,0.000,0.000,0.000,0.000,1,1,0,
120099,1 ,1,3,1,0.346,0.088,0.000,0.000,0.000,0.000,1,1,0,
120100,1 ,1,3,1,1.950,0.680,0.000,0.000,0.000,0.000,1,1,0,
120101,1 ,1,3,1,1.040,0.380,0.000,0.000,0.000,0.000,1,1,0,
120103,1 ,1,6,1,2.710,0.450,0.000,0.000,0.000,0.000,1,1,0,
120104,1 ,1,6,1,5.300,1.580,0.000,0.000,0.000,0.000,1,1,0,
120105,1 ,1,3,1,3.090,0.980,0.000,0.000,0.000,0.000,1,1,0,
120106,1 ,1,6,1,2.860,0.680,0.000,0.000,0.000,0.000,1,1,0,
120107,1 ,1,6,1,0.910,0.150,0.000,0.000,0.000,0.000,1,1,0,
120108,1 ,1,6,1,1.730,0.600,0.000,0.000,0.000,0.000,1,1,0,
120109,1 ,1,6,1,5.100,1.200,0.000,0.000,0.000,0.000,1,1,0,
120110,1 ,1,6,1,2.710,0.750,0.000,0.000,0.000,0.000,1,1,0,
120111,1 ,1,6,1,5.400,1.650,0.000,0.000,0.000,0.000,1,1,0,
120112,1 ,1,6,1,9.300,3.010,0.000,0.000,0.000,0.000,1,1,0,
120113,1 ,1,6,1,3.610,1.050,0.000,0.000,0.000,0.000,1,1,0,
120114,1 ,1,6,1,1.800,0.450,0.000,0.000,0.000,0.000,1,1,0,
120115,1 ,1,6,1,3.890,0.450,0.000,0.000,0.000,0.000,1,1,0,
120116,1 ,1,3,1,0.286,0.080,0.000,0.000,0.000,0.000,1,1,0,
120117,1 ,1,3,1,0.188,0.071,0.000,0.000,0.000,0.000,1,1,0,
120118,1 ,1,3,1,2.260,0.450,0.000,0.000,0.000,0.000,1,1,0,
120119,1 ,1,3,1,0.075,0.009,0.000,0.000,0.000,0.000,1,1,0,
120120,1 ,1,3,1,5.300,0.750,0.000,0.000,0.000,0.000,1,1,0,
120121,1 ,1,6,1,0.380,0.106,0.000,0.000,0.000,0.000,1,1,0,
120122,1 ,1,6,1,0.143,0.018,0.000,0.000,0.000,0.000,1,1,0,
120123,1 ,1,6,1,0.407,0.124,0.000,0.000,0.000,0.000,1,1,0,
120124,1 ,1,3,1,1.100,0.150,0.000,0.000,0.000,0.000,1,1,0,
120125,1 ,1,6,1,1.730,0.301,0.000,0.000,0.000,0.000,1,1,0,
120126,1 ,1,6,1,0.416,0.080,0.000,0.000,0.000,0.000,1,1,0,
120127,1 ,1,6,1,4.700,1.650,0.000,0.000,0.000,0.000,1,1,0,
120128,1 ,1,3,1,1.730,0.600,0.000,0.000,0.000,0.000,1,1,0,
120129,1 ,1,6,1,0.490,0.142,0.000,0.000,0.000,0.000,1,1,0,
120130,1 ,1,6,1,25.600,2.110,0.000,0.000,0.000,0.000,1,1,0,
120131,1 ,1,6,1,21.400,2.560,0.000,0.000,0.000,0.000,1,1,0,
120132,1 ,1,6,1,4.330,0.830,0.000,0.000,0.000,0.000,1,1,0,
120133,1 ,1,6,1,8.800,1.730,0.000,0.000,0.000,0.000,1,1,0,
120134,1 ,1,6,1,9.600,3.090,0.000,0.000,0.000,0.000,1,1,0,
120135,1 ,1,6,1,4.420,0.380,0.000,0.000,0.000,0.000,1,1,0,
120136,1 ,1,6,1,2.110,0.221,0.000,0.000,0.000,0.000,1,1,0,
120137,1 ,1,6,1,9.300,2.940,0.000,0.000,0.000,0.000,1,1,0,
120138,1 ,1,6,1,3.460,0.450,0.000,0.000,0.000,0.000,1,1,0,
120139,1 ,1,6,1,0.800,0.150,0.000,0.000,0.000,0.000,1,1,0,
120140,1 ,1,6,1,3.160,0.830,0.000,0.000,0.000,0.000,1,1,0,
120141,1 ,1,6,1,3.240,0.221,0.000,0.000,0.000,0.000,1,1,0,
120142,1 ,1,6,1,1.490,0.221,0.000,0.000,0.000,0.000,1,1,0,
120143,1 ,1,6,1,1.190,0.380,0.000,0.000,0.000,0.000,1,1,0,
120144,1 ,1,6,1,1.130,0.301,0.000,0.000,0.000,0.000,1,1,0,
120145,1 ,1,6,1,2.710,0.900,0.000,0.000,0.000,0.000,1,1,0,
120146,1 ,1,6,1,1.370,0.301,0.000,0.000,0.000,0.000,1,1,0,
120147,1 ,1,6,1,7.600,2.260,0.000,0.000,0.000,0.000,1,1,0,
120149,1 ,1,6,1,20.200,6.000,0.000,0.000,0.000,0.000,1,1,0,
120150,1 ,1,6,1,10.700,3.390,0.000,0.000,0.000,0.000,1,1,0,
120150,5 ,1,6,1,63.700,39.800,0.000,0.000,0.000,0.000,1,1,0,
120152,1 ,1,3,1,40.500,10.500,0.000,0.000,0.000,0.000,1,1,0,
120153,1 ,1,3,1,14.000,5.000,0.000,0.000,0.000,0.000,1,1,0,
120154,1 ,1,6,1,14.800,3.540,0.000,0.000,0.000,0.000,1,1,0,
120155,1 ,1,3,1,1.500,0.530,0.000,0.000,0.000,0.000,1,1,0,
120156,1 ,1,3,1,7.800,1.880,0.000,0.000,0.000,0.000,1,1,0,
120157,1 ,1,3,1,16.500,4.600,0.000,0.000,0.000,0.000,1,1,0,
120158,1 ,1,3,1,17.800,5.700,0.000,0.000,0.000,0.000,1,1,0,
120159,1 ,1,3,1,5.000,1.430,0.000,0.000,0.000,0.000,1,1,0,
120160,1 ,1,3,1,8.000,2.340,0.000,0.000,0.000,0.000,1,1,0,
120161,1 ,1,3,1,15.700,4.250,0.000,0.000,0.000,0.000,1,1,0,
120162,1 ,1,3,1,9.600,3.160,0.000,0.000,0.000,0.000,1,1,0,
120163,1 ,1,3,1,4.070,1.200,0.000,0.000,0.000,0.000,1,1,0,
120164,1 ,1,6,1,3.760,1.050,0.000,0.000,0.000,0.000,1,1,0,
120165,1 ,1,6,1,6.700,1.800,0.000,0.000,0.000,0.000,1,1,0,
120166,1 ,1,6,1,2.790,0.380,0.000,0.000,0.000,0.000,1,1,0,
120167,1 ,1,6,1,3.240,0.830,0.000,0.000,0.000,0.000,1,1,0,
120168,1 ,1,6,1,10.800,2.940,0.000,0.000,0.000,0.000,1,1,0,
120169,1 ,1,6,1,1.730,0.301,0.000,0.000,0.000,0.000,1,1,0,
120170,1 ,1,6,1,1.730,0.600,0.000,0.000,0.000,0.000,1,1,0,
120171,1 ,1,6,1,6.600,1.500,0.000,0.000,0.000,0.000,1,1,0,
120172,1 ,1,6,1,7.000,1.800,0.000,0.000,0.000,0.000,1,1,0,
120173,1 ,1,6,1,1.650,0.150,0.000,0.000,0.000,0.000,1,1,0,
120174,1 ,1,6,1,8.900,0.830,0.000,0.000,0.000,0.000,1,1,0,
120175,1 ,1,4,1,19.300,5.400,0.000,0.000,0.000,0.000,1,1,0,
120176,1 ,1,4,1,7.300,1.580,0.000,0.000,0.000,0.000,1,1,0,
120177,1 ,1,6,1,14.100,4.250,0.000,0.000,0.000,0.000,1,1,0,
120178,1 ,1,6,1,2.110,0.450,0.000,0.000,0.000,0.000,1,1,0,
120179,1 ,1,6,1,15.700,1.500,0.000,0.000,0.000,0.000,1,1,0,
120180,1 ,1,6,1,2.260,0.530,0.000,0.000,0.000,0.000,1,1,0,
120181,1 ,1,6,1,4.250,1.280,0.000,0.000,0.000,0.000,1,1,0,
120182,1 ,1,4,1,1.360,0.221,0.000,0.000,0.000,0.000,1,1,0,
120183,1 ,1,4,1,2.560,0.600,0.000,0.000,0.000,0.000,1,1,0,
120184,1 ,1,4,1,6.800,0.980,0.000,0.000,0.000,0.000,1,1,0,
120185,1 ,1,6,1,1.380,0.450,0.000,0.000,0.000,0.000,1,1,0,
120186,1 ,1,4,1,8.500,2.860,0.000,0.000,0.000,0.000,1,1,0,
120187,1 ,1,4,1,15.700,3.760,0.000,0.000,0.000,0.000,1,1,0,
120188,1 ,1,4,1,3.090,0.900,0.000,0.000,0.000,0.000,1,1,0,
120189,1 ,1,6,1,14.200,3.800,0.000,0.000,0.000,0.000,1,1,0,
120190,1 ,1,6,1,0.940,0.150,0.000,0.000,0.000,0.000,1,1,0,
120191,1 ,1,6,1,5.300,1.580,0.000,0.000,0.000,0.000,1,1,0,
120192,1 ,1,6,1,1.800,0.150,0.000,0.000,0.000,0.000,1,1,0,
120193,1 ,1,6,1,1.270,0.301,0.000,0.000,0.000,0.000,1,1,0,
120194,1 ,1,4,1,1.430,0.301,0.000,0.000,0.000,0.000,1,1,0,
120195,1 ,1,6,1,0.780,0.150,0.000,0.000,0.000,0.000,1,1,0,
120196,1 ,1,6,1,2.560,0.530,0.000,0.000,0.000,0.000,1,1,0,
120197,1 ,1,6,1,16.200,2.490,0.000,0.000,0.000,0.000,1,1,0,
120199,1 ,1,6,1,17.300,5.200,0.000,0.000,0.000,0.000,1,1,0,
120200,1 ,1,6,1,6.300,1.650,0.000,0.000,0.000,0.000,1,1,0,
120201,1 ,1,6,1,7.300,0.301,0.000,0.000,0.000,0.000,1,1,0,
120202,1 ,1,6,1,2.940,1.050,0.000,0.000,0.000,0.000,1,1,0,
120203,1 ,1,6,1,17.300,2.560,0.000,0.000,0.000,0.000,1,1,0,
120204,1 ,1,6,1,2.560,0.600,0.000,0.000,0.000,0.000,1,1,0,
120206,1 ,1,6,1,16.900,3.090,0.000,0.000,0.000,0.000,1,1,0,
120209,1 ,1,6,1,8.900,2.260,0.000,0.000,0.000,0.000,1,1,0,
120210,1 ,1,6,1,1.260,0.150,0.000,0.000,0.000,0.000,1,1,0,
120212,1 ,1,6,1,21.200,5.700,0.000,0.000,0.000,0.000,1,1,0,
120213,1 ,1,6,1,6.200,2.260,0.000,0.000,0.000,0.000,1,1,0,
120214,1 ,1,6,1,7.600,2.410,0.000,0.000,0.000,0.000,1,1,0,
120215,1 ,1,6,1,6.100,0.680,0.000,0.000,0.000,0.000,1,1,0,
120216,1 ,1,6,1,8.400,2.260,0.000,0.000,0.000,0.000,1,1,0,
120217,1 ,1,6,1,8.000,2.710,0.000,0.000,0.000,0.000,1,1,0,
120218,1 ,1,6,1,5.100,0.900,0.000,0.000,0.000,0.000,1,1,0,
120219,1 ,1,6,1,6.700,2.030,0.000,0.000,0.000,0.000,1,1,0,
120220,1 ,1,6,1,0.425,0.035,0.000,0.000,0.000,0.000,1,1,0,
120221,1 ,1,6,1,11.100,1.200,0.000,0.000,0.000,0.000,1,1,0,
120223,1 ,1,6,1,22.300,4.330,0.000,0.000,0.000,0.000,1,1,0,
120223,2 ,1,6,1,24.600,7.300,0.000,0.000,0.000,0.000,1,1,0,
120224,1 ,1,6,1,2.410,0.680,0.000,0.000,0.000,0.000,1,1,0,
120224,2 ,1,6,1,8.000,1.950,0.000,0.000,0.000,0.000,1,1,0,
120225,1 ,1,6,1,26.900,7.300,0.000,0.000,0.000,0.000,1,1,0,
120226,1 ,1,6,1,28.800,3.890,0.000,0.000,0.000,0.000,1,1,0,
120228,1 ,1,6,1,31.000,8.600,0.000,0.000,0.000,0.000,1,1,0,
120229,1 ,1,6,1,10.600,3.090,0.000,0.000,0.000,0.000,1,1,0,
120229,2 ,1,6,1,10.200,9.900,0.000,0.000,0.000,0.000,1,1,0,
120230,1 ,1,6,1,23.600,5.100,0.000,0.000,0.000,0.000,1,1,0,
120231,1 ,1,6,1,19.900,6.000,0.000,0.000,0.000,0.000,1,1,0,
120232,1 ,1,6,1,18.100,1.650,0.000,0.000,0.000,0.000,1,1,0,
120233,1 ,1,6,1,30.900,10.200,0.000,0.000,0.000,0.000,1,1,0,
120234,1 ,1,6,1,26.200,8.800,0.000,0.000,0.000,0.000,1,1,0,
120236,1 ,1,6,1,21.700,7.600,0.000,0.000,0.000,0.000,1,1,0,
120237,1 ,1,6,1,24.900,7.400,0.000,0.000,0.000,0.000,1,1,0,
120238,1 ,1,6,1,16.000,5.300,0.000,0.000,0.000,0.000,1,1,0,
120239,5 ,1,6,1,61.900,40.700,0.000,0.000,0.000,0.000,1,1,0,
120240,1 ,1,6,1,25.000,5.900,0.000,0.000,0.000,0.000,1,1,0,
120242,1 ,1,6,1,16.800,5.800,0.000,0.000,0.000,0.000,1,1,0,
120243,1 ,1,6,1,16.200,4.070,0.000,0.000,0.000,0.000,1,1,0,
120244,1 ,1,6,1,6.100,0.150,0.000,0.000,0.000,0.000,1,1,0,
120246,1 ,1,6,1,38.100,10.000,0.000,0.000,0.000,0.000,1,1,0,
120247,1 ,1,6,1,29.800,9.600,0.000,0.000,0.000,0.000,1,1,0,
120248,5 ,1,6,1,81.400,29.200,0.000,0.000,0.000,0.000,1,1,0,
120249,1 ,1,6,1,32.600,10.000,0.000,0.000,0.000,0.000,1,1,0,
120250,1 ,1,6,1,5.700,1.500,0.000,0.000,0.000,0.000,1,1,0,
120251,1 ,1,6,1,29.800,9.500,0.000,0.000,0.000,0.000,1,1,0,
120253,1 ,1,6,1,39.700,8.000,0.000,0.000,0.000,0.000,1,1,0,
120254,1 ,1,6,1,5.700,1.280,0.000,0.000,0.000,0.000,1,1,0,
120255,1 ,1,6,1,10.800,2.340,0.000,0.000,0.000,0.000,1,1,0,
120256,1 ,1,6,1,4.250,1.280,0.000,0.000,0.000,0.000,1,1,0,
120257,1 ,1,6,1,2.640,0.221,0.000,0.000,0.000,0.000,1,1,0,
120259,1 ,1,6,1,57.700,12.000,0.000,0.000,0.000,0.000,1,1,0,
120261,1 ,1,6,1,28.000,2.640,0.000,0.000,0.000,0.000,1,1,0,
120262,1 ,1,6,1,24.900,3.010,0.000,0.000,0.000,0.000,1,1,0,
120263,1 ,1,6,1,24.600,4.250,0.000,0.000,0.000,0.000,1,1,0,
120264,1 ,1,6,1,24.500,2.640,0.000,0.000,0.000,0.000,1,1,0,
120265,1 ,1,6,1,25.500,9.000,0.000,0.000,0.000,0.000,1,1,0,
120266,1 ,1,6,1,24.100,7.400,0.000,0.000,0.000,0.000,1,1,0,
120267,1 ,1,6,1,29.000,3.890,0.000,0.000,0.000,0.000,1,1,0,
120269,1 ,1,6,1,24.300,5.200,0.000,0.000,0.000,0.000,1,1,0,
120270,1 ,1,6,1,14.400,1.730,0.000,0.000,0.000,0.000,1,1,0,
120271,1 ,1,6,1,28.500,5.300,0.000,0.000,0.000,0.000,1,1,0,
120272,1 ,1,6,1,26.200,4.420,0.000,0.000,0.000,0.000,1,1,0,
120273,1 ,1,6,1,20.400,5.500,0.000,0.000,0.000,0.000,1,1,0,
120274,1 ,1,6,1,23.400,2.790,0.000,0.000,0.000,0.000,1,1,0,
120276,1 ,1,6,1,28.800,7.300,0.000,0.000,0.000,0.000,1,1,0,
120278,1 ,1,6,1,29.200,6.500,0.000,0.000,0.000,0.000,1,1,0,
120280,1 ,1,6,1,30.300,1.050,0.000,0.000,0.000,0.000,1,1,0,
120281,1 ,1,6,1,22.900,0.830,0.000,0.000,0.000,0.000,1,1,0,
120282,1 ,1,6,1,25.100,8.800,0.000,0.000,0.000,0.000,1,1,0,
120283,1 ,1,6,1,29.400,5.300,0.000,0.000,0.000,0.000,1,1,0,
120284,1 ,1,6,1,14.900,1.880,0.000,0.000,0.000,0.000,1,1,0,
120285,1 ,1,6,1,27.600,9.800,0.000,0.000,0.000,0.000,1,1,0,
120286,1 ,1,6,1,12.500,3.980,0.000,0.000,0.000,0.000,1,1,0,
120288,1 ,1,6,1,24.400,6.600,0.000,0.000,0.000,0.000,1,1,0,
120290,1 ,1,6,1,18.800,5.000,0.000,0.000,0.000,0.000,1,1,0,
120291,1 ,1,6,1,10.600,3.610,0.000,0.000,0.000,0.000,1,1,0,
120293,1 ,1,6,1,5.100,0.600,0.000,0.000,0.000,0.000,1,1,0,
120294,1 ,1,6,1,6.100,1.500,0.000,0.000,0.000,0.000,1,1,0,
120295,1 ,1,6,1,8.800,1.580,0.000,0.000,0.000,0.000,1,1,0,
120296,1 ,1,6,1,1.270,0.450,0.000,0.000,0.000,0.000,1,1,0,
120297,1 ,1,6,1,3.890,0.380,0.000,0.000,0.000,0.000,1,1,0,
120298,1 ,1,6,1,15.000,1.650,0.000,0.000,0.000,0.000,1,1,0,
120299,1 ,1,6,1,1.880,0.301,0.000,0.000,0.000,0.000,1,1,0,
120300,1 ,1,6,1,12.100,3.310,0.000,0.000,0.000,0.000,1,1,0,
120301,1 ,1,6,1,28.800,4.330,0.000,0.000,0.000,0.000,1,1,0,
120303,1 ,1,6,1,9.900,2.560,0.000,0.000,0.000,0.000,1,1,0,
120304,1 ,1,6,1,13.300,3.610,0.000,0.000,0.000,0.000,1,1,0,
120305,1 ,1,6,1,17.200,2.940,0.000,0.000,0.000,0.000,1,1,0,
120306,1 ,1,6,1,18.100,1.130,0.000,0.000,0.000,0.000,1,1,0,
120307,1 ,1,6,1,9.600,1.050,0.000,0.000,0.000,0.000,1,1,0,
120308,1 ,1,6,1,5.200,1.800,0.000,0.000,0.000,0.000,1,1,0,
120310,1 ,1,6,1,54.600,19.000,0.000,0.000,0.000,0.000,1,1,0,
120312,1 ,1,6,1,54.600,10.800,0.000,0.000,0.000,0.000,1,1,0,
120316,1 ,1,6,1,43.500,15.700,0.000,0.000,0.000,0.000,1,1,0,
120318,1 ,1,6,1,51.800,17.200,0.000,0.000,0.000,0.000,1,1,0,
120320,1 ,1,6,1,43.000,12.500,0.000,0.000,0.000,0.000,1,1,0,
120322,1 ,1,6,1,35.600,10.300,0.000,0.000,0.000,0.000,1,1,0,
120323,1 ,1,6,1,23.900,5.400,0.000,0.000,0.000,0.000,1,1,0,
120324,1 ,1,6,1,30.300,8.000,0.000,0.000,0.000,0.000,1,1,0,
120325,1 ,1,6,1,9.100,1.280,0.000,0.000,0.000,0.000,1,1,0,
120327,1 ,1,6,1,25.500,2.710,0.000,0.000,0.000,0.000,1,1,0,
120329,1 ,1,6,1,34.900,11.600,0.000,0.000,0.000,0.000,1,1,0,
120331,1 ,1,6,1,35.500,2.860,0.000,0.000,0.000,0.000,1,1,0,
120331,2 ,1,6,1,8.400,3.610,0.000,0.000,0.000,0.000,1,1,0,
120332,1 ,1,6,1,23.400,5.800,0.000,0.000,0.000,0.000,1,1,0,
120333,1 ,1,6,1,27.900,8.900,0.000,0.000,0.000,0.000,1,1,0,
120334,1 ,1,6,1,20.000,5.700,0.000,0.000,0.000,0.000,1,1,0,
120335,1 ,1,6,1,6.900,0.830,0.000,0.000,0.000,0.000,1,1,0,
120337,1 ,1,6,1,44.000,10.800,0.000,0.000,0.000,0.000,1,1,0,
120339,1 ,1,6,1,55.600,15.100,0.000,0.000,0.000,0.000,1,1,0,
120339,2 ,1,6,1,6.400,5.600,0.000,0.000,0.000,0.000,1,1,0,
120341,1 ,1,6,1,74.100,22.300,0.000,0.000,0.000,0.000,1,1,0,
120342,1 ,1,6,1,17.400,5.100,0.000,0.000,0.000,0.000,1,1,0,
120343,1 ,1,6,1,10.300,2.940,0.000,0.000,0.000,0.000,1,1,0,
120344,1 ,1,6,1,6.700,1.350,0.000,0.000,0.000,0.000,1,1,0,
120345,1 ,1,6,1,6.800,2.180,0.000,0.000,0.000,0.000,1,1,0,
120346,1 ,1,6,1,5.300,0.900,0.000,0.000,0.000,0.000,1,1,0,
120347,1 ,1,6,1,6.200,0.680,0.000,0.000,0.000,0.000,1,1,0,
120348,1 ,1,6,1,6.000,1.350,0.000,0.000,0.000,0.000,1,1,0,
120349,1 ,1,6,1,2.260,0.450,0.000,0.000,0.000,0.000,1,1,0,
120350,1 ,1,6,1,0.650,0.230,0.000,0.000,0.000,0.000,1,1,0,
120353,1 ,1,6,1,21.100,4.500,0.000,0.000,0.000,0.000,1,1,0,
120356,5 ,1,6,1,68.100,40.700,0.000,0.000,0.000,0.000,1,1,0,
120357,1 ,1,6,1,20.900,5.400,0.000,0.000,0.000,0.000,1,1,0,
120360,1 ,1,6,1,18.200,5.500,0.000,0.000,0.000,0.000,1,1,0,
120361,1 ,1,6,1,16.700,1.880,0.000,0.000,0.000,0.000,1,1,0,
120362,1 ,1,6,1,11.900,1.950,0.000,0.000,0.000,0.000,1,1,0,
120364,1 ,1,6,1,37.800,5.000,0.000,0.000,0.000,0.000,1,1,0,
120365,1 ,1,6,1,28.300,9.100,0.000,0.000,0.000,0.000,1,1,0,
120366,1 ,1,6,1,26.300,3.980,0.000,0.000,0.000,0.000,1,1,0,
120367,1 ,1,6,1,18.800,4.070,0.000,0.000,0.000,0.000,1,1,0,
120368,1 ,1,6,1,23.400,7.600,0.000,0.000,0.000,0.000,1,1,0,
120370,1 ,1,6,1,38.100,7.300,0.000,0.000,0.000,0.000,1,1,0,
120372,1 ,1,6,1,29.800,5.900,0.000,0.000,0.000,0.000,1,1,0,
120373,1 ,1,6,1,18.200,5.800,0.000,0.000,0.000,0.000,1,1,0,
120375,1 ,1,6,1,30.500,10.100,0.000,0.000,0.000,0.000,1,1,0,
120376,1 ,1,6,1,24.600,6.400,0.000,0.000,0.000,0.000,1,1,0,
120377,1 ,1,6,1,14.400,3.890,0.000,0.000,0.000,0.000,1,1,0,
120378,1 ,1,6,1,17.300,3.800,0.000,0.000,0.000,0.000,1,1,0,
120379,1 ,1,6,1,19.100,5.700,0.000,0.000,0.000,0.000,1,1,0,
120381,1 ,1,6,1,20.500,5.900,0.000,0.000,0.000,0.000,1,1,0,
120382,1 ,1,6,1,21.400,1.580,0.000,0.000,0.000,0.000,1,1,0,
120383,1 ,1,6,1,29.300,8.300,0.000,0.000,0.000,0.000,1,1,0,
120384,1 ,1,6,1,17.800,1.650,0.000,0.000,0.000,0.000,1,1,0,
120385,1 ,1,6,1,14.200,4.250,0.000,0.000,0.000,0.000,1,1,0,
120386,1 ,1,6,1,24.000,6.500,0.000,0.000,0.000,0.000,1,1,0,
120387,1 ,1,6,1,36.600,6.500,0.000,0.000,0.000,0.000,1,1,0,
120388,1 ,1,6,1,35.800,1.200,0.000,0.000,0.000,0.000,1,1,0,
120389,1 ,1,6,1,23.400,6.400,0.000,0.000,0.000,0.000,1,1,0,
120391,1 ,1,6,1,41.000,14.300,0.000,0.000,0.000,0.000,1,1,0,
120392,1 ,1,6,1,30.300,9.700,0.000,0.000,0.000,0.000,1,1,0,
120393,1 ,1,6,1,33.900,9.200,0.000,0.000,0.000,0.000,1,1,0,
120394,1 ,1,6,1,27.900,7.400,0.000,0.000,0.000,0.000,1,1,0,
120395,1 ,1,6,1,9.000,2.940,0.000,0.000,0.000,0.000,1,1,0,
120397,1 ,1,6,1,42.100,9.300,0.000,0.000,0.000,0.000,1,1,0,
120397,2 ,1,6,1,41.400,12.600,0.000,0.000,0.000,0.000,1,1,0,
120399,1 ,1,6,1,34.000,5.200,0.000,0.000,0.000,0.000,1,1,0,
120400,1 ,1,6,1,31.800,7.100,0.000,0.000,0.000,0.000,1,1,0,
120402,1 ,1,6,1,38.500,7.800,0.000,0.000,0.000,0.000,1,1,0,
120404,1 ,1,6,1,18.000,2.640,0.000,0.000,0.000,0.000,1,1,0,
120405,1 ,1,6,1,42.400,5.100,0.000,0.000,0.000,0.000,1,1,0,
120407,1 ,1,6,1,32.800,6.500,0.000,0.000,0.000,0.000,1,1,0,
120408,1 ,1,6,1,29.800,8.700,0.000,0.000,0.000,0.000,1,1,0,
120409,1 ,1,6,1,34.800,11.800,0.000,0.000,0.000,0.000,1,1,0,
120410,1 ,1,6,1,4.800,1.280,0.000,0.000,0.000,0.000,1,1,0,
120412,1 ,1,6,1,51.700,18.300,0.000,0.000,0.000,0.000,1,1,0,
120413,1 ,1,6,1,42.800,5.400,0.000,0.000,0.000,0.000,1,1,0,
120414,1 ,1,6,1,28.700,10.300,0.000,0.000,0.000,0.000,1,1,0,
120416,5 ,1,6,1,91.100,15.900,0.000,0.000,0.000,0.000,1,1,0,
120417,1 ,1,6,1,32.100,8.000,0.000,0.000,0.000,0.000,1,1,0,
120417,2 ,1,6,1,6.800,1.130,0.000,0.000,0.000,0.000,1,1,0,
120419,1 ,1,6,1,17.400,5.300,0.000,0.000,0.000,0.000,1,1,0,
120420,1 ,1,6,1,11.200,2.410,0.000,0.000,0.000,0.000,1,1,0,
120421,1 ,1,6,1,18.800,5.000,0.000,0.000,0.000,0.000,1,1,0,
