FromBus,ToBus,CircuitID,R,X,B,RateA,RateB,RateC,Tap,Shift,Status,Other1,Other2
111080,111089,1 ,2.33700E-2,4.65500E-2,1.68000E-3,142.60,142.60,142.60,0.00000,0.00000,0.00000,0.00000,1
111090,111085,1 ,1.84200E-2,3.72800E-2,1.79000E-3,125.40,125.40,125.40,0.00000,0.00000,0.00000,0.00000,1
111086,111089,1 ,1.57800E-2,4.33900E-2,2.41000E-3,152.50,152.50,152.50,0.00000,0.00000,0.00000,0.00000,1
111086,111090,1 ,8.85000E-3,2.39300E-2,2.28000E-3,153.20,153.20,153.20,0.00000,0.00000,0.00000,0.00000,1
111091,111086,1 ,7.25000E-3,1.99100E-2,7.60000E-4,148.90,148.90,148.90,0.00000,0.00000,0.00000,0.00000,1
111086,111093,1 ,2.81200E-2,6.96200E-2,2.60000E-3,100.30,100.30,100.30,0.00000,0.00000,0.00000,0.00000,1
111086,111095,1 ,2.01400E-2,4.70600E-2,1.02000E-3,146.40,146.40,146.40,0.00000,0.00000,0.00000,0.00000,1
111261,111088,1 ,3.80000E-3,1.30300E-2,1.11900E-2,309.00,309.00,309.00,0.00000,0.00000,0.00000,0.00000,1
111088,111294,1 ,5.66000E-3,3.47100E-2,6.40000E-3,302.70,302.70,302.70,0.00000,0.00000,0.00000,0.00000,1
111089,111091,1 ,1.24200E-2,3.16400E-2,1.47000E-3,154.00,154.00,154.00,0.00000,0.00000,0.00000,0.00000,1
111095,111090,1 ,1.13000E-2,2.83200E-2,4.10000E-4,124.50,124.50,124.50,0.00000,0.00000,0.00000,0.00000,1
111091,111092,1 ,1.51500E-2,3.60600E-2,2.61000E-3,118.40,118.40,118.40,0.00000,0.00000,0.00000,0.00000,1
111092,111094,1 ,1.60700E-2,4.77000E-2,1.77900E-2,123.90,123.90,123.90,0.00000,0.00000,0.00000,0.00000,1
111096,111105,1 ,2.34000E-3,1.30600E-2,4.22000E-3,279.00,279.00,279.00,0.00000,0.00000,0.00000,0.00000,1
111096,111122,1 ,2.05000E-3,1.07000E-2,1.38200E-2,298.20,298.20,298.20,0.00000,0.00000,0.00000,0.00000,1
111096,111311,1 ,3.31000E-3,1.43700E-2,4.93000E-3,327.00,327.00,327.00,0.00000,0.00000,0.00000,0.00000,1
111096,111311,2 ,3.31000E-3,1.43700E-2,4.93000E-3,327.00,327.00,327.00,0.00000,0.00000,0.00000,0.00000,1
111096,111379,1 ,2.23000E-3,1.34400E-2,5.91000E-3,280.80,280.80,280.80,0.00000,0.00000,0.00000,0.00000,1
111097,111106,1 ,6.65000E-3,1.58700E-2,2.36000E-3,142.30,142.30,142.30,0.00000,0.00000,0.00000,0.00000,1
111097,111108,1 ,6.87000E-3,1.79700E-2,1.31000E-3,153.50,153.50,153.50,0.00000,0.00000,0.00000,0.00000,1
111111,111097,1 ,1.05300E-2,2.46400E-2,1.38000E-3,128.40,128.40,128.40,0.00000,0.00000,0.00000,0.00000,1
111100,111098,1 ,2.71000E-3,1.14700E-2,5.70000E-3,194.20,194.20,194.20,0.00000,0.00000,0.00000,0.00000,1
111122,111098,1 ,1.73000E-3,9.02000E-3,3.83000E-3,270.40,270.40,270.40,0.00000,0.00000,0.00000,0.00000,1
111108,111099,1 ,1.03800E-2,2.73600E-2,9.00000E-4,136.60,136.60,136.60,0.00000,0.00000,0.00000,0.00000,1
111116,111101,1 ,7.56000E-3,1.20600E-2,1.84000E-3,112.60,112.60,112.60,0.00000,0.00000,0.00000,0.00000,1
111101,111124,1 ,8.87000E-3,2.29700E-2,8.80000E-4,111.30,111.30,111.30,0.00000,0.00000,0.00000,0.00000,1
111104,111115,1 ,9.59000E-3,2.29600E-2,1.59000E-3,117.40,117.40,117.40,0.00000,0.00000,0.00000,0.00000,1
111105,111311,1 ,1.46000E-3,9.04000E-3,3.89000E-3,291.70,291.70,291.70,0.00000,0.00000,0.00000,0.00000,1
111109,111106,1 ,3.67000E-3,9.83000E-3,7.60000E-4,138.90,138.90,138.90,0.00000,0.00000,0.00000,0.00000,1
111116,111106,1 ,1.13700E-2,3.23400E-2,7.30000E-4,107.90,107.90,107.90,0.00000,0.00000,0.00000,0.00000,1
111123,111107,1 ,8.98000E-3,2.29500E-2,1.04000E-3,123.20,123.20,123.20,0.00000,0.00000,0.00000,0.00000,1
111110,111109,1 ,4.83000E-3,1.51000E-2,1.81000E-3,127.10,127.10,127.10,0.00000,0.00000,0.00000,0.00000,1
111109,111116,1 ,9.42000E-3,1.94700E-2,2.07000E-3,89.40,89.40,89.40,0.00000,0.00000,0.00000,0.00000,1
111110,111121,1 ,9.30000E-3,2.54800E-2,9.10000E-4,103.80,103.80,103.80,0.00000,0.00000,0.00000,0.00000,1
111111,111121,1 ,4.92000E-3,1.33700E-2,1.84000E-3,107.00,107.00,107.00,0.00000,0.00000,0.00000,0.00000,1
111124,111112,1 ,8.19000E-3,1.73600E-2,1.34000E-3,140.00,115.70,115.70,0.00000,0.00000,0.00000,0.00000,1
111113,111265,1 ,3.91000E-3,2.39300E-2,2.36500E-2,296.10,296.10,296.10,0.00000,0.00000,0.00000,0.00000,1
111114,111263,1 ,3.89000E-3,8.02000E-3,3.30000E-4,130.80,130.80,130.80,0.00000,0.00000,0.00000,0.00000,1
111277,111114,1 ,6.74000E-3,2.01400E-2,1.15000E-3,132.30,132.30,132.30,0.00000,0.00000,0.00000,0.00000,1
111117,111311,1 ,2.66000E-3,1.38600E-2,5.46000E-3,308.20,308.20,308.20,0.00000,0.00000,0.00000,0.00000,1
111117,111379,1 ,1.41000E-3,5.90000E-3,6.20000E-3,301.00,301.00,301.00,0.00000,0.00000,0.00000,0.00000,1
111263,111121,1 ,9.49000E-3,2.39000E-2,1.22000E-3,120.30,120.30,120.30,0.00000,0.00000,0.00000,0.00000,1
111126,111125,1 ,2.12800E-2,5.90000E-2,1.36800E-2,69.20,69.20,69.20,0.00000,0.00000,0.00000,0.00000,1
111127,111125,1 ,4.46500E-2,9.54800E-2,5.29000E-3,88.00,88.00,88.00,0.00000,0.00000,0.00000,0.00000,1
111128,111139,1 ,1.59500E-2,4.01600E-2,2.36000E-3,94.60,94.60,94.60,0.00000,0.00000,0.00000,0.00000,1
111144,111128,1 ,2.30500E-2,5.53100E-2,5.37000E-3,137.00,137.00,137.00,0.00000,0.00000,0.00000,0.00000,1
111129,111131,1 ,9.18000E-3,2.93600E-2,1.03000E-3,123.80,123.80,123.80,0.00000,0.00000,0.00000,0.00000,1
111129,111142,1 ,1.52300E-2,3.52700E-2,1.07000E-3,113.70,113.70,113.70,0.00000,0.00000,0.00000,0.00000,1
111130,111135,1 ,2.17000E-3,1.37600E-2,1.46100E-2,272.10,272.10,272.10,0.00000,0.00000,0.00000,0.00000,1
111338,111130,1 ,7.38000E-3,3.58600E-2,1.05000E-2,299.70,299.70,299.70,0.00000,0.00000,0.00000,0.00000,1
111131,111134,1 ,1.17600E-2,3.32000E-2,3.65000E-3,132.80,132.80,132.80,0.00000,0.00000,0.00000,0.00000,1
111134,111132,1 ,1.63500E-2,4.50900E-2,3.46000E-3,123.00,123.00,123.00,0.00000,0.00000,0.00000,0.00000,1
111132,111144,1 ,1.63800E-2,4.57000E-2,1.00000E-3,126.80,126.80,126.80,0.00000,0.00000,0.00000,0.00000,1
111134,111133,1 ,9.69000E-3,2.43000E-2,1.56000E-3,152.20,152.20,152.20,0.00000,0.00000,0.00000,0.00000,1
111133,111138,1 ,2.14200E-2,5.66500E-2,1.34000E-3,92.60,92.60,92.60,0.00000,0.00000,0.00000,0.00000,1
111141,111139,1 ,2.91000E-2,7.00900E-2,2.35000E-3,98.00,98.00,98.00,0.00000,0.00000,0.00000,0.00000,1
111338,111140,1 ,3.57000E-3,2.04300E-2,1.33600E-2,278.00,278.00,278.00,0.00000,0.00000,0.00000,0.00000,1
111143,111381,1 ,2.35000E-3,1.45000E-2,7.19000E-2,263.00,263.00,263.00,0.00000,0.00000,0.00000,0.00000,1
111147,111156,1 ,1.43000E-3,7.22000E-3,1.59700E-2,271.70,271.70,271.70,0.00000,0.00000,0.00000,0.00000,1
111152,111148,1 ,8.47000E-3,2.38200E-2,1.12000E-3,113.50,113.50,113.50,0.00000,0.00000,0.00000,0.00000,1
111166,111148,1 ,3.23000E-3,9.66000E-3,6.20000E-4,139.30,139.30,139.30,0.00000,0.00000,0.00000,0.00000,1
111161,111149,1 ,5.93000E-3,1.35700E-2,1.81000E-3,143.00,143.00,143.00,0.00000,0.00000,0.00000,0.00000,1
111149,111177,1 ,8.71000E-3,2.29600E-2,1.32000E-3,141.30,141.30,141.30,0.00000,0.00000,0.00000,0.00000,1
111157,111151,1 ,5.92000E-3,1.63100E-2,2.32000E-3,123.80,123.80,123.80,0.00000,0.00000,0.00000,0.00000,1
111151,111163,1 ,8.22000E-3,2.06900E-2,9.20000E-4,123.90,123.90,123.90,0.00000,0.00000,0.00000,0.00000,1
111152,111298,1 ,7.85000E-3,1.92300E-2,7.60000E-4,140.90,140.90,140.90,0.00000,0.00000,0.00000,0.00000,1
111170,111153,1 ,1.42700E-2,2.98200E-2,2.95000E-3,135.30,135.30,135.30,0.00000,0.00000,0.00000,0.00000,1
111173,111153,1 ,1.07700E-2,2.93000E-2,7.50000E-4,162.10,162.10,162.10,0.00000,0.00000,0.00000,0.00000,1
111154,111156,1 ,1.60000E-3,8.31000E-3,7.24000E-3,311.90,311.90,311.90,0.00000,0.00000,0.00000,0.00000,1
111174,111154,1 ,1.16000E-3,7.02000E-3,1.05600E-2,329.60,329.60,329.60,0.00000,0.00000,0.00000,0.00000,1
111174,111154,2 ,1.16000E-3,7.02000E-3,1.05600E-2,329.60,329.60,329.60,0.00000,0.00000,0.00000,0.00000,1
111155,111162,1 ,2.21000E-3,5.40000E-3,4.00000E-4,131.10,131.10,131.10,0.00000,0.00000,0.00000,0.00000,1
111156,111160,1 ,1.07000E-3,6.32000E-3,6.92000E-3,297.50,297.50,297.50,0.00000,0.00000,0.00000,0.00000,1
111156,111176,1 ,1.82000E-3,1.29300E-2,1.54500E-2,292.40,292.40,292.40,0.00000,0.00000,0.00000,0.00000,1
111157,111173,1 ,1.59900E-2,4.37400E-2,2.02000E-3,135.10,135.10,135.10,0.00000,0.00000,0.00000,0.00000,1
111160,111172,1 ,2.60000E-3,1.43900E-2,9.06000E-3,292.00,292.00,292.00,0.00000,0.00000,0.00000,0.00000,1
111176,111160,1 ,1.29000E-3,6.79000E-3,1.18000E-2,305.70,305.70,305.70,0.00000,0.00000,0.00000,0.00000,1
111163,111161,1 ,6.61000E-3,1.97800E-2,1.15000E-3,152.30,152.30,152.30,0.00000,0.00000,0.00000,0.00000,1
111162,111175,1 ,1.38800E-2,3.51200E-2,2.22000E-3,159.20,159.20,159.20,0.00000,0.00000,0.00000,0.00000,1
111164,111166,1 ,8.18000E-3,2.59900E-2,4.40000E-3,153.50,153.50,153.50,0.00000,0.00000,0.00000,0.00000,1
111164,111175,1 ,2.07000E-3,3.58000E-3,2.30000E-4,136.20,136.20,136.20,0.00000,0.00000,0.00000,0.00000,1
111164,111298,1 ,6.70000E-3,1.86700E-2,1.30000E-3,122.20,122.20,122.20,0.00000,0.00000,0.00000,0.00000,1
111167,111169,1 ,2.44000E-3,1.78000E-2,4.51000E-3,292.00,292.00,292.00,0.00000,0.00000,0.00000,0.00000,1
111172,111167,1 ,2.60000E-3,1.52800E-2,3.49000E-3,283.50,283.50,283.50,0.00000,0.00000,0.00000,0.00000,1
111167,111174,1 ,2.36000E-3,1.46000E-2,1.15000E-2,292.80,292.80,292.80,0.00000,0.00000,0.00000,0.00000,1
111176,111169,1 ,1.37000E-3,8.66000E-3,3.62000E-3,326.20,326.20,326.20,0.00000,0.00000,0.00000,0.00000,1
111176,111169,2 ,1.37000E-3,8.66000E-3,3.62000E-3,326.20,326.20,326.20,0.00000,0.00000,0.00000,0.00000,1
111189,111171,1 ,7.40000E-4,8.93000E-3,2.28630E-1,1152.80,1152.80,1152.80,0.00000,0.00000,0.00000,0.00000,1
111207,111171,1 ,8.30000E-4,8.66000E-3,1.93290E-1,1312.70,1312.70,1312.70,0.00000,0.00000,0.00000,0.00000,1
111207,111171,2 ,8.30000E-4,8.66000E-3,1.93290E-1,1312.70,1312.70,1312.70,0.00000,0.00000,0.00000,0.00000,1
111174,111172,1 ,1.26000E-3,7.00000E-3,4.95000E-3,354.30,354.30,354.30,0.00000,0.00000,0.00000,0.00000,1
111174,111172,2 ,1.26000E-3,7.00000E-3,4.95000E-3,354.30,354.30,354.30,0.00000,0.00000,0.00000,0.00000,1
111298,111173,1 ,1.07500E-2,2.99900E-2,8.50000E-4,138.00,138.00,138.00,0.00000,0.00000,0.00000,0.00000,1
111174,111176,1 ,2.29000E-3,1.35800E-2,6.85000E-3,304.10,304.10,304.10,0.00000,0.00000,0.00000,0.00000,1
111178,230250,1 ,2.29000E-3,1.45700E-2,8.65100E-2,242.40,242.40,242.40,0.00000,0.00000,0.00000,0.00000,1
111179,111370,1 ,2.00000E-5,2.20000E-4,3.72000E-3,1192.20,1192.20,1192.20,0.00000,0.00000,0.00000,0.00000,1
111179,111370,2 ,2.00000E-5,2.20000E-4,3.72000E-3,1192.20,1192.20,1192.20,0.00000,0.00000,0.00000,0.00000,1
111182,111379,1 ,1.70000E-3,9.68000E-3,3.68000E-2,315.00,315.00,315.00,0.00000,0.00000,0.00000,0.00000,1
111337,111207,1 ,6.00000E-5,6.20000E-4,1.34200E-2,1650.00,1561.70,1561.70,0.00000,0.00000,0.00000,0.00000,1
111207,111389,1 ,1.25000E-3,1.29800E-2,4.24870E-1,1219.50,1219.50,1219.50,0.00000,0.00000,0.00000,0.00000,1
111216,111389,1 ,1.35000E-3,1.73600E-2,4.24820E-1,1373.40,1373.40,1373.40,0.00000,0.00000,0.00000,0.00000,1
111216,111389,2 ,1.35000E-3,1.73600E-2,4.24820E-1,1373.40,1373.40,1373.40,0.00000,0.00000,0.00000,0.00000,1
111219,111250,1 ,1.36000E-3,9.96000E-3,1.00800E-2,274.00,274.00,274.00,0.00000,0.00000,0.00000,0.00000,1
111236,111222,1 ,1.32000E-3,9.73000E-3,3.62000E-3,298.60,298.60,298.60,0.00000,0.00000,0.00000,0.00000,1
111375,111224,1 ,1.29000E-3,8.66000E-3,1.65000E-3,282.80,282.80,282.80,0.00000,0.00000,0.00000,0.00000,1
111230,111342,1 ,3.89000E-3,2.06100E-2,1.30300E-2,271.30,271.30,271.30,0.00000,0.00000,0.00000,0.00000,1
111235,111279,1 ,7.10000E-4,9.78000E-3,2.35300E-1,1067.20,1067.20,1067.20,0.00000,0.00000,0.00000,0.00000,1
111235,111284,1 ,1.01000E-3,1.24300E-2,2.51340E-1,1198.90,1198.90,1198.90,0.00000,0.00000,0.00000,0.00000,1
111300,111235,1 ,1.04000E-3,1.32100E-2,1.84730E-1,1186.40,1186.40,1186.40,0.00000,0.00000,0.00000,0.00000,1
111240,111245,1 ,1.41000E-3,6.41000E-3,9.50000E-4,283.10,283.10,283.10,0.00000,0.00000,0.00000,0.00000,1
111240,111371,1 ,4.12000E-3,2.00400E-2,7.95000E-3,303.90,303.90,303.90,0.00000,0.00000,0.00000,0.00000,1
111342,111250,1 ,1.79000E-3,8.95000E-3,4.86000E-3,268.60,268.60,268.60,0.00000,0.00000,0.00000,0.00000,1
111250,111383,1 ,2.15000E-3,1.56500E-2,2.88000E-2,298.20,298.20,298.20,0.00000,0.00000,0.00000,0.00000,1
111259,111411,1 ,4.98000E-3,2.82500E-2,2.44200E-2,287.90,287.90,287.90,0.00000,0.00000,0.00000,0.00000,1
111261,111294,1 ,1.52000E-3,8.99000E-3,3.18000E-3,355.50,355.50,355.50,0.00000,0.00000,0.00000,0.00000,1
111261,111294,2 ,1.52000E-3,8.99000E-3,3.18000E-3,355.50,355.50,355.50,0.00000,0.00000,0.00000,0.00000,1
111317,111269,1 ,8.00000E-5,8.00000E-4,2.38900E-2,1195.90,1195.90,1195.90,0.00000,0.00000,0.00000,0.00000,1
111269,111370,1 ,6.10000E-4,6.52000E-3,1.43330E-1,1258.80,1258.80,1258.80,0.00000,0.00000,0.00000,0.00000,1
111279,111353,1 ,4.00000E-5,4.70000E-4,1.06500E-2,1188.20,1188.20,1188.20,0.00000,0.00000,0.00000,0.00000,1
111300,111284,1 ,1.80000E-4,2.21000E-3,6.47800E-2,1198.60,1198.60,1198.60,0.00000,0.00000,0.00000,0.00000,1
111284,111305,1 ,5.90000E-4,7.59000E-3,3.67280E-1,1242.00,1242.00,1242.00,0.00000,0.00000,0.00000,0.00000,1
111328,111285,1 ,9.90000E-4,5.85000E-3,2.26000E-3,295.10,295.10,295.10,0.00000,0.00000,0.00000,0.00000,1
111359,111285,1 ,7.50000E-4,4.79000E-3,1.49000E-3,264.60,264.60,264.60,0.00000,0.00000,0.00000,0.00000,1
111353,111293,1 ,5.00000E-5,6.60000E-4,8.80000E-3,1211.00,1211.00,1211.00,0.00000,0.00000,0.00000,0.00000,1
111310,111323,1 ,1.80000E-4,1.77000E-3,5.95500E-2,1098.10,1098.10,1098.10,0.00000,0.00000,0.00000,0.00000,1
111346,111310,1 ,1.00000E-4,1.22000E-3,5.77300E-2,1279.10,1279.10,1279.10,0.00000,0.00000,0.00000,0.00000,1
111346,111310,2 ,1.00000E-4,1.22000E-3,5.77300E-2,1279.10,1279.10,1279.10,0.00000,0.00000,0.00000,0.00000,1
111311,111379,1 ,1.16000E-3,7.62000E-3,6.39000E-3,362.60,362.60,362.60,0.00000,0.00000,0.00000,0.00000,1
111311,111379,2 ,1.16000E-3,7.62000E-3,6.39000E-3,362.60,362.60,362.60,0.00000,0.00000,0.00000,0.00000,1
111328,111359,1 ,9.80000E-4,5.29000E-3,1.84000E-3,293.80,293.80,293.80,0.00000,0.00000,0.00000,0.00000,1
111346,111332,1 ,6.00000E-4,8.00000E-3,1.50000E-1,1100.00,1100.00,1100.00,0.00000,0.00000,0.00000,0.00000,1
111370,111332,1 ,8.00000E-5,9.20000E-4,3.46200E-2,1174.20,1174.20,1174.20,0.00000,0.00000,0.00000,0.00000,1
111381,111338,1 ,9.50000E-4,4.49000E-3,8.60000E-4,285.30,285.30,285.30,0.00000,0.00000,0.00000,0.00000,1
111353,111393,1 ,2.30000E-4,2.84000E-3,1.49600E-1,1210.10,1210.10,1210.10,0.00000,0.00000,0.00000,0.00000,1
111362,111389,1 ,2.00000E-5,2.10000E-4,5.81000E-3,1287.50,1287.50,1287.50,0.00000,0.00000,0.00000,0.00000,1
111377,111387,1 ,1.70000E-3,4.47000E-3,5.40000E-4,113.50,113.50,113.50,0.00000,0.00000,0.00000,0.00000,1
111405,230039,1 ,3.32000E-3,1.44200E-2,2.30800E-2,279.80,279.80,279.80,0.00000,0.00000,0.00000,0.00000,1
111405,230065,1 ,2.59000E-3,1.71800E-2,1.93900E-2,277.80,277.80,277.80,0.00000,0.00000,0.00000,0.00000,1
120011,120001,1 ,5.48000E-3,3.09600E-2,2.06600E-2,266.80,266.80,266.80,0.00000,0.00000,0.00000,0.00000,1
120001,120511,1 ,2.64000E-3,1.50700E-2,7.98000E-3,271.80,271.80,271.80,0.00000,0.00000,0.00000,0.00000,1
120002,120126,1 ,5.81000E-3,3.12500E-2,1.13900E-2,277.40,277.40,277.40,0.00000,0.00000,0.00000,0.00000,1
120002,120511,1 ,7.42000E-3,3.97600E-2,7.79300E-2,291.40,291.40,291.40,0.00000,0.00000,0.00000,0.00000,1
120003,120492,1 ,3.35000E-3,1.80600E-2,3.86000E-3,270.80,270.80,270.80,0.00000,0.00000,0.00000,0.00000,1
120506,120003,1 ,7.42000E-3,3.88900E-2,2.09700E-2,267.90,267.90,267.90,0.00000,0.00000,0.00000,0.00000,1
120004,120506,1 ,6.26000E-3,3.60200E-2,2.25900E-2,295.80,295.80,295.80,0.00000,0.00000,0.00000,0.00000,1
240050,120004,1 ,1.00600E-2,6.46500E-2,2.67900E-2,292.90,292.90,292.90,0.00000,0.00000,0.00000,0.00000,1
120006,120005,1 ,1.36200E-2,7.68400E-2,2.79700E-2,305.70,305.70,305.70,0.00000,0.00000,0.00000,0.00000,1
120005,240001,1 ,1.06800E-2,6.98400E-2,4.08800E-2,305.80,305.80,305.80,0.00000,0.00000,0.00000,0.00000,1
120006,120007,1 ,2.11100E-2,9.18300E-2,3.12200E-2,264.20,264.20,264.20,0.00000,0.00000,0.00000,0.00000,1
120519,120006,1 ,8.94000E-3,4.75800E-2,3.74400E-2,278.10,278.10,278.10,0.00000,0.00000,0.00000,0.00000,1
120010,120007,1 ,7.73000E-3,4.70000E-2,2.82700E-2,257.90,257.90,257.90,0.00000,0.00000,0.00000,0.00000,1
120009,120008,1 ,6.35000E-3,3.56000E-2,1.29900E-2,240.40,240.40,240.40,0.00000,0.00000,0.00000,0.00000,1
120008,120519,1 ,2.80000E-3,2.00700E-2,6.74000E-3,228.70,228.70,228.70,0.00000,0.00000,0.00000,0.00000,1
120009,120117,1 ,1.03400E-2,6.00600E-2,1.71800E-2,242.10,242.10,242.10,0.00000,0.00000,0.00000,0.00000,1
120010,120024,1 ,1.03900E-2,5.16600E-2,1.97300E-2,253.90,253.90,253.90,0.00000,0.00000,0.00000,0.00000,1
120016,120011,1 ,4.12000E-3,2.91600E-2,2.63100E-2,279.60,279.60,279.60,0.00000,0.00000,0.00000,0.00000,1
120012,120095,1 ,8.15000E-3,4.62400E-2,2.72400E-2,312.90,312.90,312.90,0.00000,0.00000,0.00000,0.00000,1
120012,120119,1 ,1.45500E-2,4.92800E-2,1.32500E-2,304.90,304.90,304.90,0.00000,0.00000,0.00000,0.00000,1
120155,120012,1 ,8.50000E-3,5.64300E-2,2.29900E-2,304.80,304.80,304.80,0.00000,0.00000,0.00000,0.00000,1
120012,240002,1 ,1.18900E-2,7.32900E-2,3.07600E-2,323.40,323.40,323.40,0.00000,0.00000,0.00000,0.00000,1
120063,120013,1 ,1.10700E-2,7.77800E-2,2.52500E-2,259.00,259.00,259.00,0.00000,0.00000,0.00000,0.00000,1
120013,160001,1 ,9.44000E-3,5.55500E-2,2.57600E-2,252.10,252.10,252.10,0.00000,0.00000,0.00000,0.00000,1
120013,180041,1 ,2.07300E-2,1.43280E-1,5.97500E-2,239.50,239.50,239.50,0.00000,0.00000,0.00000,0.00000,1
120014,120194,1 ,6.75000E-3,3.00400E-2,1.98900E-2,264.90,264.90,264.90,0.00000,0.00000,0.00000,0.00000,1
120014,160001,1 ,7.84000E-3,3.90200E-2,4.28500E-2,265.70,265.70,265.70,0.00000,0.00000,0.00000,0.00000,1
120046,120015,1 ,1.03700E-2,5.90700E-2,4.53200E-2,247.40,247.40,247.40,0.00000,0.00000,0.00000,0.00000,1
120015,180044,1 ,1.37300E-2,7.46600E-2,2.34100E-2,252.80,252.80,252.80,0.00000,0.00000,0.00000,0.00000,1
120016,180076,1 ,8.88000E-3,5.72300E-2,1.95700E-2,281.10,281.10,281.10,0.00000,0.00000,0.00000,0.00000,1
120017,120174,1 ,8.80000E-4,5.72000E-3,1.59300E-2,285.40,285.40,285.40,0.00000,0.00000,0.00000,0.00000,1
120189,120017,1 ,4.98000E-3,2.87800E-2,1.07600E-2,273.80,273.80,273.80,0.00000,0.00000,0.00000,0.00000,1
120018,120183,1 ,3.26000E-3,1.57500E-2,1.47200E-2,268.80,268.80,268.80,0.00000,0.00000,0.00000,0.00000,1
120185,120018,1 ,2.41000E-3,1.41800E-2,5.24000E-3,270.70,270.70,270.70,0.00000,0.00000,0.00000,0.00000,1
120019,120056,1 ,2.60000E-3,1.32200E-2,7.82000E-3,211.80,211.80,211.80,0.00000,0.00000,0.00000,0.00000,1
120187,120019,1 ,3.30000E-3,1.74700E-2,8.90000E-3,206.00,206.00,206.00,0.00000,0.00000,0.00000,0.00000,1
120020,120053,1 ,8.03000E-3,4.92300E-2,2.36900E-2,267.20,267.20,267.20,0.00000,0.00000,0.00000,0.00000,1
120020,120056,1 ,9.59000E-3,5.61500E-2,1.91200E-2,227.00,227.00,227.00,0.00000,0.00000,0.00000,0.00000,1
120020,120062,1 ,2.31000E-2,1.33840E-1,4.18600E-2,273.20,273.20,273.20,0.00000,0.00000,0.00000,0.00000,1
120020,120131,1 ,2.14300E-2,9.66500E-2,4.71000E-2,257.00,257.00,257.00,0.00000,0.00000,0.00000,0.00000,1
120143,120020,1 ,8.65000E-3,3.51200E-2,1.14000E-2,255.00,255.00,255.00,0.00000,0.00000,0.00000,0.00000,1
120020,120185,1 ,1.14800E-2,6.04100E-2,4.26400E-2,224.80,224.80,224.80,0.00000,0.00000,0.00000,0.00000,1
120044,120021,1 ,6.63000E-3,4.22200E-2,1.92600E-2,279.00,279.00,279.00,0.00000,0.00000,0.00000,0.00000,1
120021,120053,1 ,5.71000E-3,2.91300E-2,7.45000E-3,279.00,279.00,279.00,0.00000,0.00000,0.00000,0.00000,1
120466,120021,1 ,4.95000E-3,2.25900E-2,3.19500E-2,318.80,318.80,318.80,0.00000,0.00000,0.00000,0.00000,1
120032,120022,1 ,4.36000E-3,2.48700E-2,5.13000E-3,316.00,316.00,316.00,0.00000,0.00000,0.00000,0.00000,1
120302,120022,1 ,1.12600E-2,3.66400E-2,1.82200E-2,314.90,314.90,314.90,0.00000,0.00000,0.00000,0.00000,1
120023,120026,1 ,3.07000E-3,1.46300E-2,1.90100E-2,224.80,224.80,224.80,0.00000,0.00000,0.00000,0.00000,1
120023,120179,1 ,2.14000E-3,1.41300E-2,9.30000E-3,226.20,226.20,226.20,0.00000,0.00000,0.00000,0.00000,1
120072,120024,1 ,6.95000E-3,3.76500E-2,1.40900E-2,235.50,235.50,235.50,0.00000,0.00000,0.00000,0.00000,1
120024,120121,1 ,3.53000E-3,2.66800E-2,1.74680E-1,264.40,264.40,264.40,0.00000,0.00000,0.00000,0.00000,1
120178,120025,1 ,4.75000E-3,3.14600E-2,7.21000E-3,247.80,247.80,247.80,0.00000,0.00000,0.00000,0.00000,1
120025,120179,1 ,2.28000E-3,1.41300E-2,6.75000E-3,245.10,245.10,245.10,0.00000,0.00000,0.00000,0.00000,1
120026,120069,1 ,2.29000E-3,1.15300E-2,1.23500E-2,224.90,224.90,224.90,0.00000,0.00000,0.00000,0.00000,1
120027,120029,1 ,3.73000E-3,2.16300E-2,3.84700E-2,248.40,248.40,248.40,0.00000,0.00000,0.00000,0.00000,1
120027,120034,1 ,4.57000E-3,2.22200E-2,5.77900E-2,274.60,274.60,274.60,0.00000,0.00000,0.00000,0.00000,1
120027,120039,1 ,4.22000E-3,2.05400E-2,1.32400E-2,291.40,291.40,291.40,0.00000,0.00000,0.00000,0.00000,1
120039,120028,1 ,4.98000E-3,2.76600E-2,1.38600E-2,292.00,292.00,292.00,0.00000,0.00000,0.00000,0.00000,1
120028,120448,1 ,3.11000E-3,2.03800E-2,1.35300E-2,292.40,292.40,292.40,0.00000,0.00000,0.00000,0.00000,1
120029,120068,1 ,9.89000E-3,4.12500E-2,2.04100E-2,255.60,255.60,255.60,0.00000,0.00000,0.00000,0.00000,1
120072,120029,1 ,4.83000E-3,2.44000E-2,1.57000E-2,236.00,236.00,236.00,0.00000,0.00000,0.00000,0.00000,1
120034,120030,1 ,1.67000E-3,9.82000E-3,6.25800E-2,231.80,231.80,231.80,0.00000,0.00000,0.00000,0.00000,1
120069,120030,1 ,6.40000E-3,3.60000E-2,1.40300E-2,228.70,228.70,228.70,0.00000,0.00000,0.00000,0.00000,1
120447,120031,1 ,1.59000E-3,1.78100E-2,5.34040E-1,1119.10,1119.10,1119.10,0.00000,0.00000,0.00000,0.00000,1
120031,120494,1 ,9.30000E-4,1.20200E-2,2.07210E-1,1041.80,1041.80,1041.80,0.00000,0.00000,0.00000,0.00000,1
